ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Test,QA,Production,Performance,Domain Controller,IIS,Exchange,Database,Notes
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalProcessor.CPUUtilization,UnitMonitor,Logical CPU Percentage Utilization,Monitors total Logical CPU utilization.,Frequency,int,120,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalProcessor.CPUUtilization,UnitMonitor,Logical CPU Percentage Utilization,Monitors total Logical CPU utilization.,NumSamples,int,5,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalProcessor.CPUUtilization,UnitMonitor,Logical CPU Percentage Utilization,Monitors total Logical CPU utilization.,Threshold,double,95,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsSentPerSec,UnitMonitor,TCPv6 Segments Sent Per Second,Monitors the TCPv6\Segments Sent/sec performance counter.,Enabled,bool,FALSE,FALSE,FALSE,,,,,,,Pretty noisy monitor. Will almost certainly need tuning to environmental requirements. Should probably stay off unless you have a specific scenario in mind.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsSentPerSec,UnitMonitor,TCPv6 Segments Sent Per Second,Monitors the TCPv6\Segments Sent/sec performance counter.,Frequency,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsSentPerSec,UnitMonitor,TCPv6 Segments Sent Per Second,Monitors the TCPv6\Segments Sent/sec performance counter.,NumSamples,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsSentPerSec,UnitMonitor,TCPv6 Segments Sent Per Second,Monitors the TCPv6\Segments Sent/sec performance counter.,Threshold,double,100,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerTransfer,UnitMonitor,Average Physical Disk Seconds Per Transfer,Monitors the disk read and write latency (average disk seconds per transfer).,Enabled,bool,TRUE,FALSE,FALSE,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerTransfer,UnitMonitor,Average Physical Disk Seconds Per Transfer,Monitors the disk read and write latency (average disk seconds per transfer).,Frequency,int,60,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerTransfer,UnitMonitor,Average Physical Disk Seconds Per Transfer,Monitors the disk read and write latency (average disk seconds per transfer).,NumSamples,int,15,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerTransfer,UnitMonitor,Average Physical Disk Seconds Per Transfer,Monitors the disk read and write latency (average disk seconds per transfer).,Threshold,double,0.04,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsRetransmittedPerSec,UnitMonitor,TCPv6 Segments Retransmitted Per Second,Monitors the TCPv6\Segments Retransmitted/sec performance counter.,Enabled,bool,FALSE,FALSE,FALSE,,,,,,,Pretty noisy monitor. Will almost certainly need tuning to environmental requirements. Should probably stay off unless you have a specific scenario in mind.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsRetransmittedPerSec,UnitMonitor,TCPv6 Segments Retransmitted Per Second,Monitors the TCPv6\Segments Retransmitted/sec performance counter.,Frequency,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsRetransmittedPerSec,UnitMonitor,TCPv6 Segments Retransmitted Per Second,Monitors the TCPv6\Segments Retransmitted/sec performance counter.,NumSamples,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv6.SegmentsRetransmittedPerSec,UnitMonitor,TCPv6 Segments Retransmitted Per Second,Monitors the TCPv6\Segments Retransmitted/sec performance counter.,Threshold,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.CurrentDiskQueueLength,UnitMonitor,Current Disk Queue Length (Physical Disk),Monitor the performance counter PhysicalDisk\Current Disk Queue Length,Enabled,bool,TRUE,FALSE,FALSE,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.CurrentDiskQueueLength,UnitMonitor,Current Disk Queue Length (Physical Disk),Monitor the performance counter PhysicalDisk\Current Disk Queue Length,Frequency,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.CurrentDiskQueueLength,UnitMonitor,Current Disk Queue Length (Physical Disk),Monitor the performance counter PhysicalDisk\Current Disk Queue Length,NumSamples,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.CurrentDiskQueueLength,UnitMonitor,Current Disk Queue Length (Physical Disk),Monitor the performance counter PhysicalDisk\Current Disk Queue Length,Threshold,double,32,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ComputerbrowserServiceHealth,UnitMonitor,Computer Browser Service Health,"Monitors the health of the Windows service for the Computer Browser. Please note that this monitor is not running on Nano Server (the state of the monitor will be always ""Healthy"").",Enabled,bool,FALSE,,,,,TRUE,,,,Domain Controllers probably want this service on (PDC mostly). But otherwise shouldn't be required if you have direct line of sight to DNS and/or the DCs.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ComputerbrowserServiceHealth,UnitMonitor,Computer Browser Service Health,"Monitors the health of the Windows service for the Computer Browser. Please note that this monitor is not running on Nano Server (the state of the monitor will be always ""Healthy"").",CheckStartupType,string,,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.WorkstationServiceHealth,UnitMonitor,Workstation Service Health,Monitors the health of the Workstation service,Enabled,bool,TRUE,,,,,,,,,"The flipside of the coin to Server Service Health. Client connections to SMB, which could break AD related things like Group Policy if the computer cannot connect to sysvol and the like."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.WorkstationServiceHealth,UnitMonitor,Workstation Service Health,Monitors the health of the Workstation service,CheckStartupType,string,,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerWrite,UnitMonitor,Average Disk Seconds Per Write (Physical Disk),Monitors the disk write latency (average disk seconds per write),Enabled,bool,FALSE,,,,,,,,,Generally recommended that you use Logical disks unless you have a specific reason. Physical Disks are not discovered by default
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerWrite,UnitMonitor,Average Disk Seconds Per Write (Physical Disk),Monitors the disk write latency (average disk seconds per write),Frequency,int,60,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerWrite,UnitMonitor,Average Disk Seconds Per Write (Physical Disk),Monitors the disk write latency (average disk seconds per write),NumSamples,int,15,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerWrite,UnitMonitor,Average Disk Seconds Per Write (Physical Disk),Monitors the disk write latency (average disk seconds per write),Threshold,double,0.04,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Logical Disk Free Space Monitor,"Monitors the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space and low number of free MBytes thresholds are reached, the disk is flagged as having low disk free space.",Enabled,bool,TRUE,,,,,,,,,Even test systems require updates so this remains active in my book. Otherwise I wouldn't be too bothered for test/QA systems personally.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Logical Disk Free Space Monitor,"Monitors the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space and low number of free MBytes thresholds are reached, the disk is flagged as having low disk free space.",NonSystemDriveWarningMBytesThreshold,double,2000,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Logical Disk Free Space Monitor,"Monitors the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space and low number of free MBytes thresholds are reached, the disk is flagged as having low disk free space.",SystemDriveWarningPercentThreshold,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Logical Disk Free Space Monitor,"Monitors the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space and low number of free MBytes thresholds are reached, the disk is flagged as having low disk free space.",SystemDriveErrorMBytesThreshold,double,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Logical Disk Free Space Monitor,"Monitors the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space and low number of free MBytes thresholds are reached, the disk is flagged as having low disk free space.",NonSystemDriveErrorMBytesThreshold,double,1000,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Logical Disk Free Space Monitor,"Monitors the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space and low number of free MBytes thresholds are reached, the disk is flagged as having low disk free space.",SystemDriveErrorPercentThreshold,double,5,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Logical Disk Free Space Monitor,"Monitors the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space and low number of free MBytes thresholds are reached, the disk is flagged as having low disk free space.",DebugFlag,bool,FALSE,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Logical Disk Free Space Monitor,"Monitors the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space and low number of free MBytes thresholds are reached, the disk is flagged as having low disk free space.",TimeoutSeconds,int,360,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Logical Disk Free Space Monitor,"Monitors the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space and low number of free MBytes thresholds are reached, the disk is flagged as having low disk free space.",NonSystemDriveWarningPercentThreshold,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Logical Disk Free Space Monitor,"Monitors the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space and low number of free MBytes thresholds are reached, the disk is flagged as having low disk free space.",IntervalSeconds,int,3600,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Logical Disk Free Space Monitor,"Monitors the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space and low number of free MBytes thresholds are reached, the disk is flagged as having low disk free space.",NonSystemDriveErrorPercentThreshold,double,5,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Legacy.LogicalDisk.FreeSpace.Monitor,UnitMonitor,Logical Disk Free Space Monitor,"Monitors the percentage free space and number of free MBytes remaining on a logical disk. Only when both the low percentage free space and low number of free MBytes thresholds are reached, the disk is flagged as having low disk free space.",SystemDriveWarningMBytesThreshold,double,500,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsSentPerSec,UnitMonitor,TCPv4 Segments Sent Per Second,Monitors the TCPv4\Segments Sent/sec performance counter.,Enabled,bool,FALSE,FALSE,FALSE,,,,,,,Pretty noisy monitor by default. Will almost certainly need tuning to environmental requirements. Should probably stay off unless you have a specific scenario in mind and have tuned it from the relevant metric.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsSentPerSec,UnitMonitor,TCPv4 Segments Sent Per Second,Monitors the TCPv4\Segments Sent/sec performance counter.,Frequency,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsSentPerSec,UnitMonitor,TCPv4 Segments Sent Per Second,Monitors the TCPv4\Segments Sent/sec performance counter.,NumSamples,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsSentPerSec,UnitMonitor,TCPv4 Segments Sent Per Second,Monitors the TCPv4\Segments Sent/sec performance counter.,Threshold,double,100,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsRetransmittedPerSec,UnitMonitor,TCPv4 Segments Retransmitted Per Second,Monitors the TCPv4\Segments Retransmitted/sec performance counter.,Enabled,bool,FALSE,FALSE,FALSE,,,,,,,"Pretty noisy monitor by default. Will almost certainly need tuning to environmental requirements. Should probably stay off unless you have a specific scenario in mind and have tuned it from the relevant metric. Advice is generally anything above about 2% of your send rate indicates some sort of congestion and potentially bad user expereience, so establish your comfortable norm using that performance metric and then set from there."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsRetransmittedPerSec,UnitMonitor,TCPv4 Segments Retransmitted Per Second,Monitors the TCPv4\Segments Retransmitted/sec performance counter.,Frequency,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsRetransmittedPerSec,UnitMonitor,TCPv4 Segments Retransmitted Per Second,Monitors the TCPv4\Segments Retransmitted/sec performance counter.,NumSamples,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsRetransmittedPerSec,UnitMonitor,TCPv4 Segments Retransmitted Per Second,Monitors the TCPv4\Segments Retransmitted/sec performance counter.,Threshold,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PlugandPlayServiceHealth,UnitMonitor,Plug and Play Service Health,Monitors the health of the Windows service for Plug and Play,Enabled,bool,TRUE,,,,,,,,,Booting without this service probably wouldn't be fun
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PlugandPlayServiceHealth,UnitMonitor,Plug and Play Service Health,Monitors the health of the Windows service for Plug and Play,CheckStartupType,string,,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Monitoring.BPA.OperatingSystem.Monitor,UnitMonitor,Operating System BPA Monitor,"Monitors compliance of Windows Server 2016 and 1709+ operating systems with Best Practices Analyzer rules. As long as Windows Nano Server does not support BPA PowerShell cmdlets, the monitor will always be displayed as ""Healthy"".",Enabled,bool,FALSE,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Monitoring.BPA.OperatingSystem.Monitor,UnitMonitor,Operating System BPA Monitor,"Monitors compliance of Windows Server 2016 and 1709+ operating systems with Best Practices Analyzer rules. As long as Windows Nano Server does not support BPA PowerShell cmdlets, the monitor will always be displayed as ""Healthy"".",Interval,int,86400,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryAvailableMBytes,UnitMonitor,Available Megabytes of Memory,Monitors the available memory level.,Enabled,bool,TRUE,FALSE,FALSE,,,,,,,In Test or QA could be a burn in or something similar occuring.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryAvailableMBytes,UnitMonitor,Available Megabytes of Memory,Monitors the available memory level.,NumSamples,int,3,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryAvailableMBytes,UnitMonitor,Available Megabytes of Memory,Monitors the available memory level.,MemoryThreshold,double,100,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryAvailableMBytes,UnitMonitor,Available Megabytes of Memory,Monitors the available memory level.,TimeoutSeconds,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryAvailableMBytes,UnitMonitor,Available Megabytes of Memory,Monitors the available memory level.,IntervalSeconds,int,900,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerRead,UnitMonitor,Average Logical Disk Seconds Per Read,Monitor the performance counter LogicalDisk\Avg Disk Sec Per Read,Enabled,bool,FALSE,,,,,,,,,Generally accepted that over 20ms is bad for read. 4ms is bad for write as long as there is a large enough write cache. Think that the default threshold needs to be bumped up here. Ofc system variations might also make a difference as to what will be a bad response in the current environment. Might be useful for things like SQL servers where disk performance can have impact.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerRead,UnitMonitor,Average Logical Disk Seconds Per Read,Monitor the performance counter LogicalDisk\Avg Disk Sec Per Read,Frequency,int,60,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerRead,UnitMonitor,Average Logical Disk Seconds Per Read,Monitor the performance counter LogicalDisk\Avg Disk Sec Per Read,NumSamples,int,15,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerRead,UnitMonitor,Average Logical Disk Seconds Per Read,Monitor the performance counter LogicalDisk\Avg Disk Sec Per Read,Threshold,double,0.04,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalDPCTime,UnitMonitor,Total DPC Time Percentage,Monitors the DPC Time Percentage.,Enabled,bool,FALSE,,,,,,,,,I don't get why this is set to 95. Even the product knowledge for this monitor mentions the DPC time being over 15% in most instances. Even the extreme example mentions it being over 50%. Not sure if I'm missing something. For SQL servers should be less than 30% ideally (but depends on role and load). A busy IIS server could sit at 50%
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalDPCTime,UnitMonitor,Total DPC Time Percentage,Monitors the DPC Time Percentage.,Frequency,int,120,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalDPCTime,UnitMonitor,Total DPC Time Percentage,Monitors the DPC Time Percentage.,NumSamples,int,5,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalDPCTime,UnitMonitor,Total DPC Time Percentage,Monitors the DPC Time Percentage.,Threshold,double,95,15,15,15,,,50,50,30,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TCPIPNetBiosHelperBrowserServiceHealth,UnitMonitor,TCP/IP NetBIOS Service Health,Monitors the health of the Windows service for TCP/IP NetBIOS,Enabled,bool,TRUE,,,,,,,,,"Can cause AD related problems. Apparently DFS returns netbios style referrals by default rather than FQDN, and this service helps translate. If this is not an issue in your environment it may be worth disabling."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TCPIPNetBiosHelperBrowserServiceHealth,UnitMonitor,TCP/IP NetBIOS Service Health,Monitors the health of the Windows service for TCP/IP NetBIOS,CheckStartupType,string,,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalTimeOffset,UnitMonitor,Time Accuracy Out of Range,Monitors the total Time Offset of this server,Enabled,bool,FALSE,FALSE,,,,,,,,"This one can be incredibly noisy if you don't have the right infrastructure in place. In the original version it looked for the most accurate 1ms version at the time of writing it defaults to 60s (60000ms) which is outside the specifications for accurate time, but should be pretty good for general systems that don't meet the criteria (at 5 mins or 300000ms you normally start running into serious problems under default conditions). There are other accurate settings available that might be worth tuning to if you have the kit in place. https://docs.microsoft.com/en-us/windows-server/networking/windows-time-service/accurate-time"
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalTimeOffset,UnitMonitor,Time Accuracy Out of Range,Monitors the total Time Offset of this server,NumSamples,int,4,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalTimeOffset,UnitMonitor,Time Accuracy Out of Range,Monitors the total Time Offset of this server,Threshold,string,60000,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalTimeOffset,UnitMonitor,Time Accuracy Out of Range,Monitors the total Time Offset of this server,IntervalSeconds,int,600,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.TotalTimeOffset,UnitMonitor,Time Accuracy Out of Range,Monitors the total Time Offset of this server,TimeoutSeconds,int,120,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.WindowsRemoteManagementServiceHealth,UnitMonitor,Windows Remote Management Service Health,Monitors the health of the Windows service for the Windows Remote Management,Enabled,bool,TRUE,,,,,,,,,WinRM is pretty critical to me in all situations! If no PowerShell adoption in your environment you could possibly get away without this.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.WindowsRemoteManagementServiceHealth,UnitMonitor,Windows Remote Management Service Health,Monitors the health of the Windows service for the Windows Remote Management,CheckStartupType,string,,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.FirewallServiceHealth,UnitMonitor,Windows Firewall Service Health,Monitors the health of the Windows service for the Windows Firewall,Enabled,bool,TRUE,,,,,,,,,Windows can behave strangely with the firewall service disabled.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.FirewallServiceHealth,UnitMonitor,Windows Firewall Service Health,Monitors the health of the Windows service for the Windows Firewall,CheckStartupType,string,,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.PercentBandwidthUsedReads,UnitMonitor,Percent Bandwidth Used Read,This monitor checks percentage of used network adapter read bandwidth.,Enabled,bool,FALSE,,,,,,,,,Total is probably more useful in your average situation.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.PercentBandwidthUsedReads,UnitMonitor,Percent Bandwidth Used Read,This monitor checks percentage of used network adapter read bandwidth.,NumOfSamples,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.PercentBandwidthUsedReads,UnitMonitor,Percent Bandwidth Used Read,This monitor checks percentage of used network adapter read bandwidth.,IntervalSeconds,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.PercentBandwidthUsedReads,UnitMonitor,Percent Bandwidth Used Read,This monitor checks percentage of used network adapter read bandwidth.,Threshold,double,60,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesPerSecond,UnitMonitor,Memory Pages Per Second,Monitor the performance counter Memory\MemoryPagesPerSecond,Enabled,bool,TRUE,FALSE,FALSE,,,,,,,If doing a burn in this could be tripped pretty easily.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesPerSecond,UnitMonitor,Memory Pages Per Second,Monitor the performance counter Memory\MemoryPagesPerSecond,Frequency,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesPerSecond,UnitMonitor,Memory Pages Per Second,Monitor the performance counter Memory\MemoryPagesPerSecond,NumSamples,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPagesPerSecond,UnitMonitor,Memory Pages Per Second,Monitor the performance counter Memory\MemoryPagesPerSecond,Threshold,double,5000,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.MaxConcurrentAPI.Monitor,UnitMonitor,Max Concurrent API Monitor,This monitor alerts when Max Concurrent API condition is reached.,Enabled,bool,TRUE,FALSE,FALSE,,,,,,,Useful for things like Exchange/Sharepoint(/IIS?) that might be doing lots of password validations.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.MaxConcurrentAPI.Monitor,UnitMonitor,Max Concurrent API Monitor,This monitor alerts when Max Concurrent API condition is reached.,SyncTime,string,,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.MaxConcurrentAPI.Monitor,UnitMonitor,Max Concurrent API Monitor,This monitor alerts when Max Concurrent API condition is reached.,IntervalSeconds,int,900,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.MaxConcurrentAPI.Monitor,UnitMonitor,Max Concurrent API Monitor,This monitor alerts when Max Concurrent API condition is reached.,TimeoutSeconds,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.MaxConcurrentAPI.Monitor,UnitMonitor,Max Concurrent API Monitor,This monitor alerts when Max Concurrent API condition is reached.,ThresholdTimeouts,int,2000,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.MaxConcurrentAPI.Monitor,UnitMonitor,Max Concurrent API Monitor,This monitor alerts when Max Concurrent API condition is reached.,ThresholdWaiters,int,50,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.StorportMiniportDriver.Timedout.153.Monitor,UnitMonitor,Storport Miniport Driver Timed Out Monitor,The monitor alerts when the Storport miniport driver times out a request,Enabled,bool,TRUE,FALSE,FALSE,,,,,,,Related to storage subsystems. Can happen occasionally but repeated occurrence should be investigated.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerRead,UnitMonitor,Average Physical Disk Seconds Per Read,Monitors the average seconds per read operation to disk.,Enabled,bool,FALSE,,,,,,,,,Physical disks not discovered by default. Generally accepted that over 20ms is bad for read. 4ms is bad for write as long as there is a large enough write cache. So I have bumped up the threshold here. System variations might also make a difference as to what will be a bad response in the current environment.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.AvgDiskSecPerRead,UnitMonitor,Average Physical Disk Seconds Per Read,Monitors the average seconds per read operation to disk.,Frequency,int,60,,,,,,,,,
